create_date,user_id,nickname,account_type,platform,region_1depth_name,region_2depth_name,region_3depth_name,h_code,x,y
2021-07-30,cd2872bd-e5e5-4abb-b97b-a76241caffbb,김지현-cd2872bd,kakao,android,서울,영등포구,문래동3가,1156060500,37.5142,126.8976
2021-07-30,ebb4af66-a7dc-4a49-a6b2-26109c919693,이민서-ebb4af66,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,8c6020b7-1805-4887-9044-80b2f4bbdb86,이은주-8c6020b7,naver,android,서울,영등포구,문래동3가,1156060500,37.5161,126.8967
2021-07-30,84d047d7-ab64-4c5f-89b0-2901a7843f39,조민석-84d047d7,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,bc388902-b0b6-47be-b581-0275dc0c6c97,박지은-bc388902,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,358c4e2a-1b5b-493b-9c5d-80d2f1c2d581,이현숙-358c4e2a,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,c3ad12bb-ba96-4ac7-a3dc-0adbb4781aa5,이주원-c3ad12bb,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,efce06e6-d9cb-4643-a274-11b46bd79cab,임정훈-efce06e6,naver,android,서울,양천구,목동,1147055000,37.537,126.8764
2021-07-30,e7b3595b-fe13-46f3-a1b1-d40dc0ff8647,김시우-e7b3595b,naver,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-30,770f91fa-577f-4586-99dc-509dd0195cc7,이현준-770f91fa,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,5c149cd8-138e-4f10-b1be-f2f287f9fb5b,최영진-5c149cd8,naver,android,서울,영등포구,문래동3가,1156060500,37.5161,126.8967
2021-07-30,0317cda3-da74-4426-b8f2-b4f38947dc9c,엄우진-0317cda3,naver,android,서울,양천구,목동,1147055000,37.537,126.8764
2021-07-30,add66264-7d2d-4f1c-8113-40ab78b0f235,김미숙-add66264,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,dbf0ee72-40e0-48e6-a902-43b611c84c06,장경자-dbf0ee72,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,f5a173b6-1055-4e12-9635-efa0b6e66e4a,김현정-f5a173b6,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,1df9f4f3-2a42-411e-99e0-e21743a397d4,이서영-1df9f4f3,naver,android,서울,영등포구,문래동3가,1156060500,37.5161,126.8967
2021-07-30,ab3ed018-6303-40b6-805b-583ca2ec1a27,이지아-ab3ed018,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,04695003-16ae-4294-90a4-45702919151f,김경자-04695003,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,7a25131c-6257-4769-a32f-a649e442829c,김승현-7a25131c,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,0261f6c8-2698-4367-abfe-2c1c68f8db7f,이영철-0261f6c8,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,f38688f4-6ea1-43d8-a564-dae770998376,박상철-f38688f4,kakao,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,3b953647-479f-4f81-ba60-62e32bee96e4,안은영-3b953647,naver,android,서울,영등포구,대림2동,1156071000,37.4899,126.9008
2021-07-30,29ab6bb7-04f0-4d52-a371-695069ff25e5,김재호-29ab6bb7,kakao,android,서울,양천구,목동,1147055000,37.5338,126.8803
2021-07-30,30b4f7ef-b626-48c8-8611-9347ec082710,김보람-30b4f7ef,naver,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-30,f7cef97f-baea-463f-a849-ae85c869dd2d,김영길-f7cef97f,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,d03246cf-cde6-4879-ad1c-a85718f405a9,최예지-d03246cf,naver,ios,서울,영등포구,문래동3가,1156060500,37.5183,126.8979
2021-07-30,bd6fd57b-ba88-409d-b66e-ac15fd5149c2,권현지-bd6fd57b,naver,ios,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-30,4e4a0100-cab3-444d-9d07-221eb2deba4b,오은정-4e4a0100,naver,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-30,7b29c7b3-f633-4226-97b0-2c977540da40,문영일-7b29c7b3,naver,android,서울,영등포구,문래동3가,1156060500,37.5161,126.8967
2021-07-30,fd6f1adc-2ac2-4d72-a44b-4b2289e1f7c2,한상현-fd6f1adc,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,99420b01-4b89-46d5-aef3-4e0489dc8e15,이병철-99420b01,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,d2557df9-3c9d-47be-bb6d-65b426b35056,민영자-d2557df9,kakao,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,2c3b44e4-a469-45b3-af98-d7f6bca29859,최영환-2c3b44e4,kakao,ios,서울,영등포구,문래동3가,1156060500,37.5142,126.8976
2021-07-30,4847c4aa-bfd8-49a0-ac36-4b177db71ee8,박서윤-4847c4aa,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,4eaeac78-2e0c-40cf-97af-71e3056311cc,이영미-4eaeac78,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,5c3617c2-91f0-4594-b188-d7d3b405eb93,이성현-5c3617c2,naver,ios,서울,영등포구,문래동3가,1156060500,37.5161,126.8967
2021-07-30,ceac1afa-3a3f-4f06-a199-106281d58479,안민지-ceac1afa,kakao,ios,서울,양천구,목동,1147055000,37.537,126.8764
2021-07-30,46b851bd-d29c-41ed-a02c-826b26a6166f,이지영-46b851bd,naver,ios,서울,양천구,목동,1147055000,37.5338,126.8803
2021-07-30,a1a97932-190c-4ab2-b32d-fdc0cb9e12b3,우정희-a1a97932,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,1131c323-7554-46bd-80bc-e5dfc0e756fb,최선영-1131c323,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,c648ac73-56f0-4d46-aa59-b3e958d8eea9,박종수-c648ac73,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,a4fd17bd-b2c4-4b46-8426-35f3f2c7958a,홍민석-a4fd17bd,naver,ios,서울,양천구,목동,1147055000,37.537,126.8764
2021-07-30,bd992561-f329-41c2-9bd2-b141c545f698,윤정수-bd992561,naver,android,서울,양천구,목동,1147055000,37.5338,126.8803
2021-07-30,cb2d1c3a-a16b-4219-9876-f5584ae05e17,김영길-cb2d1c3a,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,97941aca-8fc2-4e4c-8a3a-0eb594eb7bf9,김정남-97941aca,naver,ios,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-30,282d9214-b2cb-4876-8a23-4d39c0eeeea5,최미영-282d9214,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,ec7e38a8-4502-46e4-9c27-3f6f5e5467f9,민경수-ec7e38a8,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,59dc197e-394e-43ad-be51-1d34398094cf,박정웅-59dc197e,naver,ios,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-30,046b3d5b-f788-4df3-9668-e2789b2a7d43,김상호-046b3d5b,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,53fde143-a218-4afd-88ac-9c0f7226052b,서현지-53fde143,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,2279d104-0c2e-480c-b875-3c987ba09afc,최지민-2279d104,kakao,android,서울,양천구,목동,1147055000,37.537,126.8764
2021-07-30,542a588f-d02b-4813-8614-3ff434dac491,손예진-542a588f,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,6a9f5a90-9efb-4590-bc72-d67489f7a879,김준영-6a9f5a90,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,3faad4f8-1946-4bf1-9d41-d6abf347d78f,최하윤-3faad4f8,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,80f609f8-3c25-4b21-aa97-0d0c5257b995,이경수-80f609f8,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,e6c0d3aa-c63a-46f2-9686-d0beed8a7ac7,한명숙-e6c0d3aa,naver,android,서울,영등포구,문래동3가,1156060500,37.5183,126.8979
2021-07-30,d3d76dc7-f069-492c-ac85-0081a7fd1bcb,송성민-d3d76dc7,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-30,5b3c10f9-b415-4b87-8107-454d4a6363c3,장은서-5b3c10f9,kakao,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-30,b9f60828-9be6-467a-9635-37a0705e9733,이영수-b9f60828,kakao,android,서울,영등포구,문래동3가,1156060500,37.5161,126.8967
2021-07-30,e4711779-ebdf-4f54-87c5-ccb8804d3e73,곽유진-e4711779,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,a2ef2539-da16-438e-9e8f-37dcdd9f987f,이상철-a2ef2539,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,0e43dea0-ecef-47ad-9913-edba62fa2b2a,김영미-0e43dea0,naver,android,서울,양천구,목동,1147055000,37.537,126.8764
2021-07-31,d9421b69-aa9c-42e8-bd27-ee2116358686,최민재-d9421b69,else,ios,서울,영등포구,문래동3가,1156060500,37.5161,126.8967
2021-07-31,bd7979ff-beeb-4076-b36a-23f82c454078,김동현-bd7979ff,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,ec61eb08-b75e-4b4c-ab90-3d5e80ea3337,조상철-ec61eb08,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,06eea7a9-db17-472a-84e8-897056151d04,김현준-06eea7a9,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,8758e4db-ea1f-4c4c-a77f-0017f00c1164,홍현정-8758e4db,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,7779a986-7fdf-4c7c-a80f-7b36c7e91451,노경숙-7779a986,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,3e796ad3-e899-4047-9278-c27f5345f80b,이수빈-3e796ad3,naver,ios,서울,영등포구,문래동3가,1156060500,37.5161,126.8967
2021-07-31,fcc86d14-0862-4942-92dd-2391ba0a8aa0,서성수-fcc86d14,naver,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,a1c41652-740a-4c36-b0f2-8135483d5550,박준영-a1c41652,naver,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,04db0578-e130-4d01-af59-bdc62cbb8723,이영철-04db0578,kakao,android,서울,양천구,목동,1147055000,37.537,126.8764
2021-07-31,ab00f7d8-feec-4532-940e-b5f628ab8573,박정숙-ab00f7d8,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,d6a4758a-4863-4075-a97a-19112d9d3dcb,박영호-d6a4758a,naver,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,a0a839dc-f4fc-410f-b71f-9a315be34700,김승현-a0a839dc,kakao,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,5dea0287-4890-432e-b4cf-364b42a5b3ea,윤중수-5dea0287,kakao,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,7b88e677-d0fe-4d33-b871-4aae97d2919f,김수진-7b88e677,naver,ios,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,23f3b9ee-fd3c-407f-a8ce-fee745caaf26,하미정-23f3b9ee,kakao,ios,서울,양천구,목동,1147055000,37.537,126.8764
2021-07-31,e86c2e2f-d7b1-450b-8215-7a208def0f09,손영환-e86c2e2f,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,fecc98e6-fad8-48be-b57d-c11922174c3e,이하윤-fecc98e6,kakao,android,서울,영등포구,문래동3가,1156060500,37.5142,126.8976
2021-07-31,58c998d8-28d9-4926-ae11-081a5688d476,손재현-58c998d8,kakao,ios,서울,영등포구,문래동3가,1156060500,37.5161,126.8967
2021-07-31,a5bdede2-3dcd-4b58-8348-46ee17dcba18,박광수-a5bdede2,kakao,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,84a5e0e0-ce69-4cb4-9f58-f54165e4cd33,박순자-84a5e0e0,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,ac7b684c-a2d1-4b3f-86cc-77dae5a08bf0,이예진-ac7b684c,naver,ios,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,6d9c88f3-80cd-4320-867d-cda806063c5f,최재현-6d9c88f3,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,55c2f774-524a-4be5-92f8-6d4d0a435b16,김미정-55c2f774,kakao,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,453502a9-8263-42e3-94a7-bf16b1801f0a,지재현-453502a9,kakao,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,44d518df-3fbd-4a48-92f4-dae1ad7bd5ad,김영순-44d518df,kakao,ios,서울,영등포구,대림2동,1156071000,37.4899,126.9008
2021-07-31,901537d7-690c-47f2-939c-f12733ad10e8,이정자-901537d7,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,0827754e-8021-46de-9d69-bd898c6c54de,강현정-0827754e,kakao,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,847fc656-665e-4b51-8edd-e64938c29633,홍민준-847fc656,naver,ios,서울,영등포구,문래동3가,1156060500,37.5183,126.8979
2021-07-31,e0224a6e-aeb2-4ca0-82c0-ae0fd44b74f3,박경숙-e0224a6e,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,64a51fd5-cb16-4e44-8694-850be3641a08,황은영-64a51fd5,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,43a314b2-62e3-469c-9432-2951b8e0f20e,강성수-43a314b2,kakao,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,2eb8a37b-8d78-48f4-9783-72a8d0704d92,권성진-2eb8a37b,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,48ac8992-1e50-4849-8225-c9e4b9fbc206,이은서-48ac8992,kakao,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,5a4b42cf-bdf4-4b79-8de9-97ea985b51c9,박영숙-5a4b42cf,kakao,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,279bb8ff-d91a-4f76-bb01-8c2d18bd289a,박옥자-279bb8ff,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,5b0826ca-434b-4103-8a1e-fc9984501561,허성현-5b0826ca,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,79b3197e-2a08-4f7d-aa01-583d28078df3,김성진-79b3197e,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,8dc6b9d4-ca1e-4bb9-b8a8-dca903a4def2,류미경-8dc6b9d4,kakao,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,76aaf287-7dc9-427d-9fb3-3e5e8f6ae9cd,권지아-76aaf287,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,b86ef1cb-a7ea-4615-8fc9-be939abe7c0c,김건우-b86ef1cb,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,8f61a78f-ef1f-4ecb-8363-1e9e9e9ce2a9,김미정-8f61a78f,kakao,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,b6a0628a-5ed6-4fad-8aad-adf4eef6642e,최성호-b6a0628a,kakao,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,0ece8028-ceac-431f-aae9-ce3758ab5d77,권춘자-0ece8028,kakao,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,35d6835f-895a-4e87-8b26-60f04527de7e,김진우-35d6835f,naver,ios,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,bae5910b-9371-4f3a-b785-0f0a3b7574b8,이동현-bae5910b,naver,ios,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,0609ef47-a804-4a68-8016-1a50851dfc99,이은영-0609ef47,naver,ios,서울,양천구,목동,1147055000,37.5338,126.8803
2021-07-31,4569d013-d596-4c8b-b141-141c2eb73517,김동현-4569d013,naver,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,0c27a1e7-ffd9-4c32-b19e-3f85a5d6dac2,이성민-0c27a1e7,naver,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,c029122b-b957-4258-9c3d-c09d64b887ca,황정희-c029122b,kakao,ios,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,46207e9e-eade-41ff-a50d-10a15f93161d,곽성진-46207e9e,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,14e6f63f-9ba3-489e-8e6e-a086bf1c006e,임정남-14e6f63f,naver,android,서울,양천구,목동,1147055000,37.5412,126.8785
2021-07-31,a8c18ee5-1ef5-49b1-bce3-e3fb7fb97fc0,배영순-a8c18ee5,naver,android,서울,양천구,목동,1147055000,37.5338,126.8803
2021-07-31,b3f13e1a-f296-4973-99bd-ca6c9cb76e2b,박민준-b3f13e1a,kakao,android,서울,양천구,목동,1147055000,37.537,126.8764
2021-07-31,b7a48156-cc09-4db5-baab-7d39f7753f5d,이주원-b7a48156,kakao,ios,서울,양천구,목동,1147055000,37.5338,126.8803
2021-07-31,34fdc707-dbd0-4aab-b916-7260cd67fa02,이재현-34fdc707,kakao,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,0279cb3b-16d3-4ee2-9dd5-ca4820aaa840,김민준-0279cb3b,naver,android,서울,영등포구,문래동3가,1156060500,37.5183,126.8979
2021-07-31,9d2517ed-ec5a-4082-9376-d7cd91c756c1,이영진-9d2517ed,naver,android,서울,양천구,목동,1147055000,37.5416,126.8826
2021-07-31,d3700684-902e-44d9-9bd2-c7745bafd220,이승민-d3700684,kakao,android,서울,영등포구,문래동3가,1156060500,37.5161,126.8967
2021-07-31,919876e7-6ad8-4f26-bc4a-eef475c591f6,김경숙-919876e7,naver,android,서울,양천구,목동,1147055000,37.5338,126.8803
2021-07-31,f1ea41c7-b328-4959-9391-a4a719c326be,최선영-f1ea41c7,kakao,android,서울,영등포구,문래동3가,1156060500,37.5183,126.8979
2021-07-31,95d0f53e-657d-415a-8994-b6d98ba50eab,김주원-95d0f53e,naver,ios,서울,양천구,목동,1147055000,37.5412,126.8785
